"pessoa_idade";"salario_ano";"propriedade_sit";"ano_trabalhado";"motivo_emprestimo";"pontuacao_emprestimos";"vl_total";"tx_juros";"inadimplencia";"tx_renda_divida";"hst_inadimplencia";"hst_primeiro_credito"
23;44000;"Alugada";2;"Médico";"C";6000;14.22;"0";0.14;"1";4
22;70000;"Hipotecada";1;"Educativo";"A";8000;7.49;"0";0.11;"0";3
29;61455;"Hipotecada";1;"Médico";"F";10000;18.09;"1";0.14;"0";9
21;20400;"Própria";2;"Educativo";"C";1275;15.23;"0";0.06;"1";3
23;39000;"Alugada";1;"Pessoal";"B";12000;10.99;"1";0.31;"0";2
22;24000;"Alugada";0;"Pagamento de débitos";"C";3000;0.0;"1";0.13;"0";4
21;62316;"Hipotecada";5;"Médico";"A";10000;7.66;"0";0.16;"0";4
28;105500;"Alugada";1;"Pagamento de débitos";"A";31000;8.49;"0";0.29;"0";9
24;31200;"Hipotecada";2;"Educativo";"C";6700;14.26;"0";0.21;"1";2
36;90000;"Hipotecada";13;"Educativo";"A";12000;6.62;"0";0.13;"0";13
23;66000;"Alugada";7;"Educativo";"C";12000;14.65;"0";0.18;"1";2
42;78000;"Hipotecada";6;"Empreendimento";"B";20000;10.99;"0";0.26;"0";12
23;62100;"Alugada";3;"Médico";"B";7000;0.0;"0";0.11;"0";2
0;81120;"Hipotecada";0;"Melhora do lar";"B";10000;12.61;"0";0.25;"1";2
24;68004;"Hipotecada";5;"Melhora do lar";"A";4200;5.42;"0";0.06;"0";4
26;70000;"Hipotecada";0;"Educativo";"A";7000;7.88;"0";0.1;"0";4
31;138000;"Hipotecada";0;"Pessoal";"A";35000;7.49;"1";0.25;"0";5
27;100000;"Hipotecada";1;"Melhora do lar";"A";12000;6.03;"0";0.12;"0";6
21;70000;"Hipotecada";3;"Educativo";"A";9800;7.14;"0";0.14;"0";4
27;29000;"Alugada";3;"Médico";"B";7750;11.86;"0";0.27;"0";5
48;56000;"Hipotecada";7;"Pagamento de débitos";"A";15000;6.99;"0";0.27;"0";14
37;63000;"Alugada";0;"Melhora do lar";"B";4000;0.0;"0";0.06;"0";13
36;85000;"Própria";2;"Educativo";"D";8000;14.96;"0";0.09;"0";14
23;74800;"Hipotecada";7;"Médico";"D";15000;16.0;"1";0.17;"0";2
29;20000;"Alugada";0;"Pessoal";"B";1000;10.65;"0";0.05;"0";10
22;24996;"Alugada";0;"Médico";"B";2500;10.99;"1";0.1;"0";3
45;19200;"Alugada";0;"Empreendimento";"A";2000;8.49;"0";0.1;"0";12
24;59964;"Hipotecada";0;"Pagamento de débitos";"B";1275;10.99;"1";0.02;"0";4
22;50724;"Alugada";7;"Educativo";"C";6300;15.96;"0";0.12;"1";4
24;43896;"Alugada";8;"Melhora do lar";"B";16000;0.0;"";0.23;"0";4
22;32000;"Hipotecada";3;"Educativo";"A";6000;8.49;"0";0.19;"0";2
33;62004;"Alugada";3;"Educativo";"C";18500;12.87;"0";0.3;"0";9
29;54000;"Hipotecada";2;"Pagamento de débitos";"A";5000;7.14;"0";0.09;"0";5
21;27000;"Alugada";1;"Educativo";"A";4800;7.51;"0";0.18;"0";2
24;48000;"Própria";8;"Empreendimento";"C";2200;15.27;"0";0.05;"1";4
23;36000;"Alugada";3;"Empreendimento";"D";15000;14.59;"1";0.42;"0";4
30;49000;"Própria";7;"Pessoal";"B";8500;12.18;"0";0.17;"0";8
22;36396;"Alugada";4;"Educativo";"A";10000;5.42;"0";0.27;"0";3
30;95000;"Hipotecada";0;"Pagamento de débitos";"A";4000;7.14;"0";0.04;"0";10
22;34560;"Alugada";2;"Melhora do lar";"E";1200;19.29;"1";0.03;"0";2
26;36000;"Hipotecada";2;"Pessoal";"A";7000;7.49;"0";0.19;"0";2
32;89000;"Alugada";0;"Médico";"A";12000;8.94;"0";0.13;"0";6
46;54250;"Alugada";3;"Pessoal";"B";3600;10.0;"0";0.07;"0";14
31;14400;"Alugada";0;"Pagamento de débitos";"C";4200;14.17;"1";0.29;"1";8
26;45000;"Alugada";1;"Médico";"B";4000;12.21;"0";0.09;"0";2
28;96000;"Alugada";5;"Empreendimento";"B";5000;11.12;"0";0.05;"0";7
24;40000;"Alugada";5;"Pagamento de débitos";"C";13000;14.26;"1";0.33;"0";3
31;60000;"Hipotecada";5;"Pessoal";"A";17000;8.9;"0";0.28;"0";8
40;73000;"Alugada";2;"Pessoal";"D";9975;16.29;"1";0.14;"1";17
30;50000;"Alugada";0;"Pagamento de débitos";"C";7000;14.65;"0";0.14;"0";9
23;39000;"Alugada";5;"Pessoal";"C";8400;13.79;"1";0.22;"0";2
26;170000;"Hipotecada";0;"Empreendimento";"C";12000;13.57;"0";0.07;"1";2
27;20000;"Alugada";0;"Médico";"D";7000;0.0;"1";0.35;"0";5
22;60000;"Alugada";2;"Médico";"B";12000;10.37;"0";0.2;"0";3
32;30000;"Alugada";5;"Empreendimento";"D";6000;12.61;"1";0.2;"1";5
24;50000;"Alugada";0;"Empreendimento";"B";6000;7.14;"0";0.0;"";4
26;50000;"Própria";10;"Pessoal";"A";7500;5.99;"0";0.15;"0";2
24;42200;"Alugada";5;"Médico";"A";4450;9.32;"0";0.11;"0";4
22;0;"Alugada";2;"Empreendimento";"D";5175;12.53;"1";0.25;"";2
40;550000;"Hipotecada";4;"Empreendimento";"B";18000;11.12;"0";0.03;"0";12
41;33240;"Própria";0;"Médico";"A";1000;7.29;"0";0.03;"0";17
22;80000;"Hipotecada";7;"Pagamento de débitos";"B";1500;10.37;"0";0.02;"0";4
23;42500;"Alugada";3;"Educativo";"C";12000;13.35;"0";0.28;"0";3
23;55000;"Alugada";0;"Pagamento de débitos";"C";10200;12.73;"0";0.19;"0";2
32;48000;"Própria";5;"Educativo";"A";3000;5.79;"0";0.06;"0";7
34;40000;"Própria";18;"Médico";"B";8000;11.36;"0";0.2;"0";10
23;78000;"Hipotecada";4;"Pagamento de débitos";"C";6000;12.99;"0";0.08;"0";3
40;165000;"Hipotecada";18;"Pagamento de débitos";"A";9000;7.51;"0";0.05;"0";16
22;36000;"Própria";6;"Educativo";"D";10000;0.0;"0";0.19;"";4
43;97500;"Alugada";6;"Pessoal";"B";24000;10.99;"0";0.25;"0";16
32;37000;"Alugada";16;"Médico";"A";9000;6.92;"0";0.24;"0";8
27;120000;"Hipotecada";0;"Melhora do lar";"A";10000;6.62;"0";0.08;"0";10
24;35000;"Alugada";2;"Médico";"";7500;6.03;"";0.14;"0";2
26;43200;"Alugada";5;"Educativo";"C";3200;14.35;"0";0.07;"1";4
24;20000;"Própria";2;"Pessoal";"A";3000;8.94;"0";0.15;"0";3
32;65280;"Alugada";0;"Pessoal";"C";8400;13.61;"0";0.13;"0";9
23;78000;"Hipotecada";4;"Pessoal";"B";15250;0.0;"1";0.2;"0";2
21;65000;"Alugada";1;"Educativo";"B";10000;9.99;"0";0.15;"0";2
27;95000;"Hipotecada";6;"Pessoal";"C";15000;12.68;"0";0.16;"0";9
22;29004;"Alugada";0;"Melhora do lar";"D";1200;15.7;"1";0.04;"1";4
33;57492;"Alugada";1;"Médico";"B";20000;12.53;"1";0.35;"0";10
24;45000;"Hipotecada";3;"Empreendimento";"C";15000;13.06;"0";0.33;"0";3
34;35316;"Alugada";5;"Médico";"D";7200;14.84;"1";0.2;"0";10
24;35000;"Alugada";8;"Pagamento de débitos";"A";5000;7.88;"0";0.14;"0";4
25;45000;"Alugada";2;"Educativo";"A";11250;9.38;"0";0.25;"0";4
0;20000;"Própria";0;"Pessoal";"D";22000;0.0;"0";0.22;"0";7
22;45996;"Alugada";0;"Médico";"D";3000;15.62;"1";0.07;"1";2
22;44720;"Hipotecada";6;"Pessoal";"A";6000;7.9;"0";0.13;"0";2
24;0;"Alugada";0;"Empreendimento";"B";6600;6.92;"0";0.0;"0";9
23;27040;"Alugada";2;"Empreendimento";"C";4000;12.29;"0";0.15;"1";4
34;148000;"Alugada";0;"Melhora do lar";"B";20000;0.0;"1";0.14;"0";6
34;60000;"Hipotecada";4;"Educativo";"C";14000;12.84;"0";0.23;"0";5
22;50000;"Própria";4;"Empreendimento";"B";16000;9.45;"0";0.32;"0";4
25;51492;"Hipotecada";2;"Educativo";"B";13800;10.38;"0";0.27;"0";4
40;42996;"Hipotecada";5;"Empreendimento";"C";8400;13.49;"0";0.2;"1";12
22;19200;"Própria";0;"Empreendimento";"B";2400;10.59;"0";0.13;"0";3
27;68000;"Alugada";0;"Pagamento de débitos";"B";10000;0.0;"0";0.15;"0";5
29;71400;"Hipotecada";14;"Pessoal";"C";10000;14.27;"1";0.14;"0";8
27;58000;"Alugada";11;"Empreendimento";"A";7000;0.0;"0";0.12;"0";9
21;37947;"Alugada";5;"Pessoal";"A";14000;7.9;"1";0.37;"0";2
30;253000;"Hipotecada";3;"Pagamento de débitos";"D";24000;14.96;"1";0.09;"0";7
32;235000;"Alugada";1;"Pessoal";"C";25000;12.53;"0";0.11;"1";7
23;60000;"Alugada";4;"Educativo";"C";9800;13.49;"0";0.16;"0";2
29;105000;"Hipotecada";13;"Pagamento de débitos";"B";17000;10.25;"0";0.16;"0";10
29;17676;"Alugada";3;"Educativo";"C";5000;13.11;"1";0.28;"1";10
23;120000;"Alugada";7;"Pessoal";"A";18400;8.9;"0";0.15;"0";2
41;45600;"Alugada";18;"Médico";"A";5000;6.17;"0";0.11;"0";14
29;53000;"Alugada";7;"Empreendimento";"C";9600;12.73;"0";0.18;"0";5
21;69000;"Alugada";0;"Melhora do lar";"D";15000;15.28;"1";0.22;"1";4
24;45000;"Hipotecada";2;"Educativo";"B";9200;11.89;"0";0.2;"0";3
23;60000;"Própria";8;"Educativo";"A";20000;7.49;"0";0.33;"0";3
22;76654;"Alugada";2;"Educativo";"C";20000;13.79;"1";0.26;"1";4
22;75000;"Alugada";4;"Educativo";"A";3000;8.9;"0";0.04;"0";2
38;81000;"Hipotecada";3;"Pagamento de débitos";"C";10000;14.27;"0";0.12;"0";11
23;137000;"Hipotecada";0;"Educativo";"A";11400;9.63;"0";0.08;"0";2
24;69000;"Hipotecada";9;"Médico";"A";7200;7.88;"0";0.1;"0";2
24;83000;"Alugada";3;"Melhora do lar";"A";3200;6.99;"0";0.04;"0";3
22;31800;"Alugada";0;"Pagamento de débitos";"A";12000;5.42;"1";0.38;"0";2
23;90000;"Hipotecada";4;"Pessoal";"C";20000;14.65;"0";0.22;"1";3
24;66996;"Hipotecada";8;"Médico";"A";1000;9.32;"0";0.01;"0";4
31;85000;"Alugada";3;"Empreendimento";"B";7500;10.08;"0";0.09;"0";5
27;28800;"Alugada";6;"Educativo";"D";5000;14.96;"0";0.17;"1";5
34;55000;"Alugada";7;"Empreendimento";"A";9000;7.74;"0";0.16;"0";6
24;61289;"Hipotecada";8;"Pessoal";"B";2000;11.49;"0";0.03;"0";4
39;84998;"Alugada";5;"Pessoal";"B";4500;10.99;"0";0.05;"0";14
24;18200;"Alugada";8;"Educativo";"A";4500;8.94;"1";0.25;"0";2
33;75000;"Hipotecada";17;"Médico";"C";12000;0.0;"0";0.16;"1";8
27;93600;"Alugada";1;"Pagamento de débitos";"B";3000;10.36;"0";0.03;"0";9
28;102000;"Hipotecada";0;"Pessoal";"A";10000;5.99;"0";0.1;"0";10
22;40000;"Própria";0;"Educativo";"B";6000;11.48;"0";0.15;"0";4
25;48000;"Alugada";3;"Pessoal";"C";9000;13.79;"0";0.19;"1";2
37;780000;"Alugada";9;"Melhora do lar";"B";7500;12.18;"0";0.01;"0";15
30;120000;"Alugada";14;"Médico";"A";15000;6.17;"0";0.13;"0";8
23;81600;"Alugada";3;"Pessoal";"B";11000;0.0;"0";0.13;"0";3
23;38000;"Hipotecada";5;"Empreendimento";"B";4000;12.42;"0";0.11;"0";3
31;99000;"Alugada";0;"-";"C";10800;12.09;"";0.32;"0";5
27;57000;"Alugada";0;"Melhora do lar";"D";25475;15.99;"1";0.45;"1";7
24;107203;"Hipotecada";8;"Pessoal";"A";6000;7.4;"0";0.06;"0";2
23;18000;"Alugada";0;"Pagamento de débitos";"B";4500;12.21;"1";0.25;"0";3
22;12000;"Alugada";1;"Empreendimento";"B";4000;9.76;"1";0.33;"0";3
24;78000;"Alugada";1;"Pagamento de débitos";"B";3500;11.83;"1";0.04;"0";3
48;55000;"Hipotecada";7;"Melhora do lar";"C";10000;0.0;"0";0.18;"1";11
21;40000;"Hipotecada";5;"Médico";"A";9000;7.51;"0";0.23;"0";4
27;120000;"Hipotecada";11;"Educativo";"E";20000;0.0;"0";0.17;"1";7
29;7200;"Alugada";0;"Empreendimento";"B";2200;9.91;"1";0.31;"0";9
23;45288;"Hipotecada";7;"Pagamento de débitos";"B";20500;9.25;"0";0.45;"0";2
30;50000;"Hipotecada";11;"Pagamento de débitos";"B";10000;0.0;"0";0.2;"0";8
22;42000;"Alugada";0;"Empreendimento";"C";2500;13.92;"0";0.06;"1";3
23;35004;"Alugada";4;"Médico";"C";5000;14.72;"0";0.14;"1";3
22;73000;"Hipotecada";3;"Médico";"B";17000;11.99;"0";0.23;"0";3
25;25000;"Alugada";8;"Empreendimento";"B";9250;10.75;"1";0.37;"0";3
23;57600;"Alugada";1;"Pagamento de débitos";"A";4000;7.75;"0";0.07;"0";2
23;92700;"Hipotecada";2;"Empreendimento";"B";25000;10.99;"0";0.27;"0";4
25;39000;"Alugada";4;"Melhora do lar";"D";15000;12.92;"1";0.38;"0";2
27;56004;"Hipotecada";4;"Pessoal";"A";3100;9.32;"0";0.06;"0";7
26;138000;"Hipotecada";0;"Pagamento de débitos";"A";7500;6.03;"0";0.05;"0";3
22;30000;"Própria";0;"Educativo";"B";5125;10.0;"0";0.17;"0";3
22;36000;"Própria";4;"Pagamento de débitos";"D";5000;14.61;"0";0.14;"1";4
32;70000;"Hipotecada";3;"Empreendimento";"A";4000;5.79;"0";0.06;"0";5
30;34000;"Alugada";0;"Pessoal";"B";4000;10.95;"0";0.12;"0";9
31;94140;"Alugada";5;"Empreendimento";"D";12000;14.91;"0";0.13;"1";8
25;50000;"Hipotecada";5;"Educativo";"C";4000;13.43;"0";0.08;"1";3
21;68000;"Alugada";3;"Pessoal";"C";8000;0.0;"0";0.0;"1";6
25;48996;"Hipotecada";8;"Pessoal";"B";5000;9.88;"1";0.1;"0";2
25;30000;"Própria";4;"Pagamento de débitos";"D";10000;14.61;"0";0.33;"1";2
33;70000;"Alugada";0;"Educativo";"A";11200;8.94;"0";0.16;"0";6
25;90000;"Hipotecada";7;"Pagamento de débitos";"A";6000;7.14;"0";0.07;"0";3
32;113000;"Hipotecada";1;"Educativo";"A";5000;0.0;"0";0.04;"0";6
36;28800;"Alugada";2;"Educativo";"C";6000;15.96;"0";0.21;"1";12
21;54000;"Hipotecada";5;"Empreendimento";"A";13000;7.51;"0";0.24;"0";4
27;120000;"Hipotecada";11;"Pessoal";"C";8000;12.61;"0";0.07;"0";9
24;33000;"-";8;"Médico";"B";10000;0.0;"0";0.25;"0";2
43;65000;"Hipotecada";17;"Empreendimento";"D";7200;16.29;"0";0.11;"0";17
23;60000;"Alugada";7;"Pagamento de débitos";"B";1200;0.0;"0";0.02;"0";3
36;64973;"Hipotecada";6;"Educativo";"B";9000;10.59;"0";0.14;"0";13
26;105000;"Hipotecada";0;"Pessoal";"B";5300;12.69;"0";0.05;"0";4
44;108000;"Alugada";2;"Médico";"C";15000;13.57;"0";0.14;"0";12
22;50000;"Hipotecada";0;"Educativo";"B";20000;11.48;"0";0.4;"0";2
27;52275;"Alugada";7;"Médico";"D";20050;17.58;"1";0.33;"1";10
23;79100;"Hipotecada";4;"Empreendimento";"A";3300;5.42;"0";0.04;"0";3
25;111996;"Hipotecada";2;"Médico";"C";16000;11.78;"0";0.14;"1";4
28;80000;"Alugada";2;"Pagamento de débitos";"B";15000;11.48;"0";0.19;"0";5
31;47000;"Hipotecada";10;"Empreendimento";"D";23000;14.84;"1";0.49;"0";9
24;62400;"Hipotecada";8;"Pessoal";"A";4000;8.9;"0";0.06;"0";4
33;25200;"Alugada";1;"Empreendimento";"A";0;0.0;"1";0.21;"";8
25;33000;"Alugada";9;"Médico";"A";3200;5.42;"0";0.1;"0";4
32;38000;"Hipotecada";16;"Empreendimento";"B";10000;10.37;"0";0.26;"0";6
21;44000;"Alugada";5;"Médico";"A";7500;7.9;"1";0.17;"0";3
23;45000;"Hipotecada";1;"Educativo";"B";8000;10.51;"0";0.18;"0";4
25;58000;"Hipotecada";2;"Pessoal";"D";2750;12.86;"0";0.05;"1";4
32;25000;"Alugada";1;"Médico";"A";10000;8.49;"1";0.4;"0";10
22;48300;"Alugada";0;"Melhora do lar";"B";4500;9.76;"1";0.09;"0";2
23;75000;"Alugada";1;"Médico";"A";6000;6.03;"0";0.08;"0";3
31;73000;"Alugada";15;"Melhora do lar";"B";29700;11.11;"1";0.41;"0";7
27;64000;"Alugada";2;"Pagamento de débitos";"C";5000;12.99;"0";0.08;"0";8
23;90000;"Alugada";0;"Médico";"A";12000;8.9;"0";0.13;"0";3
23;58200;"Hipotecada";2;"Pagamento de débitos";"B";13000;0.0;"0";0.22;"0";2
25;84000;"Alugada";9;"Pagamento de débitos";"A";3000;5.79;"0";0.04;"0";3
29;120000;"Alugada";5;"Pagamento de débitos";"C";2500;14.22;"0";0.02;"1";6
36;46800;"Hipotecada";20;"Médico";"A";2800;7.51;"1";0.06;"0";12
30;34000;"Alugada";0;"Pagamento de débitos";"D";2400;15.57;"1";0.07;"0";5
32;63000;"Hipotecada";6;"Pessoal";"A";8000;6.17;"0";0.13;"0";8
31;371000;"Hipotecada";0;"Melhora do lar";"A";5875;7.74;"0";0.02;"0";9
22;40000;"Própria";4;"Educativo";"A";8000;5.79;"0";0.2;"0";2
30;33000;"Alugada";2;"Empreendimento";"B";2000;0.0;"0";0.06;"0";8
42;72000;"Hipotecada";25;"Pagamento de débitos";"A";10000;7.14;"0";0.14;"0";13
24;40000;"Hipotecada";2;"Melhora do lar";"B";2500;9.99;"0";0.06;"0";2
34;75000;"Hipotecada";2;"Pagamento de débitos";"C";8400;0.0;"0";0.11;"1";8
22;31200;"Alugada";3;"Pessoal";"B";7500;9.91;"0";0.24;"0";4
21;50000;"Alugada";4;"Pagamento de débitos";"B";10000;11.71;"0";0.2;"0";3
27;60000;"Alugada";0;"Pessoal";"D";5000;14.54;"1";0.08;"0";10
25;100000;"Hipotecada";9;"Médico";"C";15000;12.73;"0";0.15;"1";4
21;36000;"Alugada";1;"Empreendimento";"D";4500;17.27;"1";0.13;"0";2
23;20000;"Alugada";1;"Pessoal";"A";3200;7.14;"0";0.16;"0";4
31;82000;"Hipotecada";4;"Educativo";"A";10000;7.29;"0";0.12;"0";5
30;93132;"Hipotecada";10;"Melhora do lar";"A";2500;5.99;"0";0.03;"0";6
40;110000;"Alugada";0;"Educativo";"B";20000;10.38;"0";0.18;"0";16
21;52000;"Alugada";5;"Educativo";"B";1500;11.99;"0";0.03;"0";3
24;13000;"Alugada";1;"Médico";"B";1200;11.89;"0";0.09;"0";2
22;50000;"Alugada";4;"Educativo";"A";10000;9.32;"0";0.2;"0";3
24;100000;"Hipotecada";3;"Educativo";"B";15000;12.21;"0";0.15;"0";2
22;36614;"Alugada";5;"Médico";"B";7000;9.99;"1";0.19;"0";4
24;24468;"Própria";0;"Melhora do lar";"B";5000;10.75;"0";0.2;"0";3
25;128000;"Alugada";9;"Pessoal";"A";30000;7.29;"0";0.23;"0";4
33;54000;"Alugada";15;"Pessoal";"B";10000;10.99;"0";0.19;"0";6
27;58075;"Hipotecada";6;"Médico";"A";4000;5.99;"0";0.07;"0";6
28;31800;"Alugada";2;"Empreendimento";"E";6400;16.82;"1";0.2;"1";5
24;88400;"Alugada";8;"Médico";"D";5000;0.0;"1";0.05;"0";4
27;112000;"Hipotecada";12;"Educativo";"C";15000;13.49;"0";0.13;"0";8
25;32496;"Alugada";9;"Médico";"B";7200;9.51;"0";0.22;"0";4
24;112000;"Hipotecada";0;"Pagamento de débitos";"B";6000;9.91;"0";0.05;"0";4
25;42000;"Alugada";1;"Empreendimento";"A";8000;5.99;"0";0.19;"0";2
22;28800;"Alugada";0;"Médico";"C";8000;13.72;"0";0.28;"1";2
25;16000;"Alugada";0;"Pagamento de débitos";"A";3200;9.32;"1";0.2;"0";2
31;50000;"Hipotecada";2;"Pagamento de débitos";"B";5000;10.62;"0";0.1;"0";10
26;96000;"Hipotecada";4;"Empreendimento";"B";11625;10.0;"0";0.12;"0";3
27;33200;"Alugada";0;"Médico";"B";10000;11.71;"0";0.3;"0";5
25;51996;"Alugada";8;"Médico";"B";12000;12.21;"0";0.23;"0";4
22;43000;"Alugada";3;"Médico";"D";10000;16.77;"1";0.23;"0";2
24;42500;"Alugada";9;"Pessoal";"B";12000;11.36;"0";0.28;"0";2
25;37000;"Alugada";2;"Médico";"B";3000;11.71;"0";0.08;"0";2
25;41579;"Alugada";9;"Empreendimento";"C";8000;13.92;"0";0.19;"1";3
22;50004;"Alugada";0;"Empreendimento";"B";25000;10.36;"1";0.5;"0";2
24;130000;"Hipotecada";3;"Pessoal";"B";25000;11.83;"0";0.19;"0";3
24;14400;"Alugada";0;"Pagamento de débitos";"B";4375;0.0;"1";0.3;"0";2
23;87000;"Hipotecada";4;"Educativo";"C";10000;0.0;"0";0.11;"0";4
33;21000;"Alugada";0;"-";"";12000;10.39;"1";0.4;"0";9
23;81000;"Alugada";7;"Educativo";"C";18000;13.98;"0";0.22;"0";4
26;105000;"Hipotecada";2;"Pagamento de débitos";"B";6000;10.99;"0";0.06;"0";4
22;57000;"Alugada";6;"Educativo";"C";12000;13.11;"0";0.21;"0";2
27;10000;"Alugada";2;"Empreendimento";"D";1200;14.11;"1";0.12;"1";6
22;93000;"Alugada";1;"Melhora do lar";"D";3600;16.77;"1";0.04;"1";3
34;0;"Alugada";5;"Pessoal";"A";0;6.76;"0";0.19;"0";8
33;43000;"Alugada";2;"Educativo";"A";7000;7.88;"0";0.16;"0";6
25;29004;"Alugada";0;"Melhora do lar";"D";3200;17.49;"1";0.11;"1";2
0;105000;"Hipotecada";9;"Pessoal";"A";24000;0.0;"0";0.24;"0";4
24;38400;"Alugada";3;"Médico";"B";5000;10.99;"0";0.13;"0";2
70;132000;"Hipotecada";0;"Pessoal";"A";14000;0.0;"0";0.11;"0";24
34;24000;"Hipotecada";5;"Médico";"B";2000;9.2;"0";0.08;"0";7
24;96900;"Hipotecada";8;"Pagamento de débitos";"A";9300;6.17;"0";0.1;"0";2
27;60000;"Hipotecada";0;"Melhora do lar";"C";8400;12.73;"1";0.14;"0";9
23;81600;"Hipotecada";7;"Empreendimento";"A";9000;7.49;"0";0.11;"0";3
23;18000;"Alugada";4;"Pessoal";"C";3000;13.06;"1";0.17;"0";2
33;30000;"Alugada";14;"Médico";"B";7500;11.86;"1";0.25;"0";8
36;40500;"Hipotecada";5;"Empreendimento";"A";7475;5.42;"0";0.18;"0";13
35;36000;"Alugada";9;"Médico";"D";12000;16.29;"1";0.33;"0";9
24;54000;"Alugada";2;"Educativo";"A";6000;7.14;"0";0.11;"0";3
22;52000;"Hipotecada";5;"Empreendimento";"C";3000;14.35;"0";0.06;"0";2
25;65000;"Alugada";8;"Empreendimento";"A";18000;0.0;"0";0.28;"0";3
24;108288;"Hipotecada";5;"Pagamento de débitos";"A";10000;8.49;"0";0.09;"0";2
24;27600;"Alugada";4;"Pessoal";"D";7000;15.62;"1";0.25;"1";4
27;82500;"Alugada";0;"Pagamento de débitos";"C";7200;14.22;"0";0.09;"1";9
24;120000;"Alugada";4;"Melhora do lar";"C";10000;13.61;"0";0.08;"0";2
21;30000;"Alugada";5;"Educativo";"B";7500;11.83;"0";0.25;"0";4
27;69790;"Alugada";6;"Educativo";"B";18000;10.25;"0";0.26;"0";6
21;30000;"Alugada";3;"Empreendimento";"E";8000;16.45;"1";0.27;"1";2
31;79100;"Hipotecada";4;"Médico";"A";19150;6.99;"0";0.24;"0";7
22;48526;"Hipotecada";0;"Educativo";"B";13500;11.14;"0";0.28;"0";3
21;52700;"Hipotecada";4;"Médico";"D";26400;16.49;"1";0.43;"0";3
47;48000;"Alugada";14;"Médico";"C";2500;14.65;"0";0.05;"1";17
28;42000;"Alugada";3;"Pagamento de débitos";"B";2000;11.49;"0";0.05;"0";5
27;59619;"Hipotecada";11;"Empreendimento";"D";7750;14.84;"1";0.13;"1";9
25;178364;"Hipotecada";9;"Pessoal";"E";8000;15.68;"0";0.04;"1";2
24;52000;"Alugada";8;"Educativo";"C";8000;13.99;"1";0.15;"1";2
34;40000;"Alugada";2;"Educativo";"B";5000;12.53;"0";0.13;"0";5
43;62000;"Hipotecada";2;"Educativo";"B";20000;10.25;"0";0.32;"0";14
25;28176;"Própria";3;"Médico";"B";1000;9.63;"0";0.04;"0";4
23;39975;"Alugada";0;"Pessoal";"C";7500;0.0;"0";0.19;"1";2
23;54400;"Hipotecada";0;"Médico";"D";12000;15.62;"1";0.19;"0";3
27;290000;"Hipotecada";0;"Médico";"B";7875;9.99;"0";0.03;"0";6
23;55000;"Alugada";7;"Educativo";"B";6000;10.99;"0";0.11;"0";2
32;45000;"Hipotecada";6;"Pessoal";"A";15000;7.51;"0";0.33;"0";5
33;60000;"Hipotecada";1;"Melhora do lar";"";5000;0.0;"0";0.08;"0";8
21;42000;"Própria";5;"Empreendimento";"B";12250;8.88;"0";0.29;"0";4
24;79000;"Alugada";9;"Pagamento de débitos";"D";25000;14.96;"1";0.32;"1";4
27;31200;"Própria";1;"Pagamento de débitos";"E";7000;16.35;"1";0.22;"1";10
28;60000;"Alugada";10;"Melhora do lar";"C";10500;15.27;"0";0.17;"1";6
27;68000;"Hipotecada";3;"Empreendimento";"A";10800;7.88;"0";0.16;"0";8
28;72000;"Alugada";3;"Médico";"C";6025;0.0;"0";0.0;"0";3
26;59000;"Hipotecada";7;"Melhora do lar";"B";500;9.76;"0";0.01;"0";2
22;36000;"Hipotecada";0;"Médico";"A";7275;6.03;"0";0.2;"0";3
29;84996;"Hipotecada";13;"Pagamento de débitos";"A";6000;7.68;"0";0.07;"0";8
24;200000;"Hipotecada";0;"Pagamento de débitos";"A";3025;6.17;"0";0.02;"0";3
40;50000;"Hipotecada";5;"Pessoal";"D";6000;14.96;"0";0.12;"0";15
27;180000;"Alugada";2;"Médico";"B";15000;12.42;"0";0.08;"0";10
22;43000;"Hipotecada";0;"Educativo";"A";5000;7.14;"0";0.12;"0";2
31;50268;"Hipotecada";4;"Pessoal";"D";12000;12.61;"0";0.24;"0";9
21;31200;"Alugada";0;"Médico";"A";15000;6.62;"1";0.48;"0";3
26;152000;"Hipotecada";3;"Médico";"A";17500;8.49;"0";0.12;"0";2
24;102000;"Alugada";8;"Melhora do lar";"C";15000;14.22;"0";0.15;"0";4
26;32000;"Hipotecada";7;"Empreendimento";"C";4800;12.61;"0";0.15;"1";3
27;60000;"Alugada";2;"Melhora do lar";"B";2000;9.91;"0";0.03;"0";9
26;45000;"Alugada";5;"Médico";"D";1800;14.11;"0";0.04;"1";2
24;68000;"Alugada";0;"Pessoal";"B";7500;11.99;"0";0.11;"0";2
24;132996;"Hipotecada";3;"Empreendimento";"B";5000;0.0;"0";0.04;"0";3
32;41600;"Hipotecada";2;"Empreendimento";"B";13200;11.71;"0";0.32;"0";7
43;50000;"Alugada";6;"Pessoal";"C";18000;14.35;"1";0.36;"0";16
27;60132;"Alugada";11;"Empreendimento";"B";10000;10.62;"0";0.17;"0";6
26;63000;"Alugada";1;"Empreendimento";"E";10000;16.4;"1";0.16;"1";2
43;69996;"Alugada";18;"Médico";"A";19200;0.0;"0";0.27;"0";11
26;35000;"Alugada";0;"Educativo";"C";12000;10.91;"1";0.34;"1";2
27;33600;"Própria";5;"Educativo";"A";5400;5.42;"0";0.16;"0";6
